patientID	Week	Lactobacillus_crispatus	Lactobacillus_iners	Lactobacillus_gasseri	Lactobacillus_jensenii	Atopobium_vaginae	Megasphaera_sp._type_1	Streptococcus_anginosus	Prevotella_genogroup_3	Clostridiales	Enterococcus_faecalis	Corynebacterium_accolens	Total	Shannon	ISDI
EM10	1	0.000543109713885	0.996591421779	0.000237206037652	0.000827457088413	0.0	0.0	0.0	0.0	0.0	0.0	0.000187762020628	6230.25	54434.7547658	2.57625621381e-08
EM10	10	0.000690537702577	0.818045078931	0.0	0.0	0.0	0.0	9.45609711917e-05	0.0	3.21130378934e-05	9.80502399071e-05	0.00428777751538	7806.5	69967.3857297	1.64091948447e-08
EM11	1	0.991221173694	0.000936863669474	0.0	3.01713734009e-05	0.0	0.0	0.0	0.0	2.75239458329e-05	3.01713734009e-05	0.00624433733073	8794.25	79868.056454	1.29301149293e-08
EM11	10	0.994941394713	0.000666332870644	0.0	0.00139570994745	0.0	0.0	0.0	0.0	0.0	0.0	0.00145862514151	6945.5	61438.8272428	2.0729697693e-08
EM12	1	0.000850013237416	0.36100097826	0.0	0.635082314743	0.0	0.0	0.0	0.0	0.000277833652933	3.63266492299e-05	0.0	6087.75	53048.5685006	2.6982760375e-08
EM12	10	0.0	0.690004830822	0.0	0.30709431118	8.94548779673e-05	0.0	0.0	0.0	0.0	4.03486120077e-05	0.000303084898642	5756.75	49842.3141736	3.01748596999e-08
EM13	1	0.0	0.0121270502423	0.0	3.65336840567e-05	0.308204174532	0.0193322622535	0.0	0.00513544175186	0.112555830713	0.0	4.47627573859e-05	6332.0	55425.6350491	2.49412483281e-08
EM13	10	0.000542705666194	0.122600211287	0.0	5.49450549451e-05	0.349440676433	0.0426638259112	0.0	0.00185203241212	0.0474171299998	0.0	0.000113199003849	4838.75	41053.2873506	4.2710399038e-08
EM14	1	0.756905836595	0.112818145102	0.0	0.0225126478117	0.0	0.0	0.0	0.0	0.0	0.0	0.000832479508197	4961.25	42217.2339576	4.06272827049e-08
EM14	10	0.980052540882	0.00524238036792	0.0	0.0104745948989	0.0	0.0	0.0	0.0	0.0	0.0	0.000755227170235	5040.25	42969.1413758	3.9363693666e-08
EM15	1	0.842305444232	0.128297043106	0.0	0.0202439353951	0.0	0.0	0.0	0.0	7.11943878504e-05	0.0	0.000146972717072	6806.25	60069.1358418	2.15865980953e-08
EM15	10	0.992672741892	0.00073449362585	0.0	0.00476567474234	0.000255175296525	8.97988505747e-05	0.0	0.0	0.0	0.0	4.81695568401e-05	5218.5	44670.1499251	3.6720503239e-08
